AttackerLevel:1, VictimLevel:1, Exp:20 
AttackerLevel:1, VictimLevel:2, Exp:40 
AttackerLevel:1, VictimLevel:3, Exp:40 
AttackerLevel:1, VictimLevel:4, Exp:40 
AttackerLevel:1, VictimLevel:5, Exp:40 
AttackerLevel:1, VictimLevel:6, Exp:40 
AttackerLevel:1, VictimLevel:7, Exp:40 
AttackerLevel:1, VictimLevel:8, Exp:40 
AttackerLevel:1, VictimLevel:9, Exp:40 
AttackerLevel:1, VictimLevel:10, Exp:40 
AttackerLevel:1, VictimLevel:11, Exp:40 
AttackerLevel:1, VictimLevel:12, Exp:40 
AttackerLevel:1, VictimLevel:13, Exp:40 
AttackerLevel:1, VictimLevel:14, Exp:40 
AttackerLevel:1, VictimLevel:15, Exp:40 
AttackerLevel:1, VictimLevel:16, Exp:40 
AttackerLevel:1, VictimLevel:17, Exp:40 
AttackerLevel:1, VictimLevel:18, Exp:40 
AttackerLevel:1, VictimLevel:19, Exp:40 
AttackerLevel:1, VictimLevel:20, Exp:40 
AttackerLevel:1, VictimLevel:21, Exp:40 
AttackerLevel:1, VictimLevel:22, Exp:40 
AttackerLevel:1, VictimLevel:23, Exp:40 
AttackerLevel:1, VictimLevel:24, Exp:40 
AttackerLevel:1, VictimLevel:25, Exp:40 
AttackerLevel:1, VictimLevel:26, Exp:40 
AttackerLevel:1, VictimLevel:27, Exp:40 
AttackerLevel:1, VictimLevel:28, Exp:40 
AttackerLevel:1, VictimLevel:29, Exp:40 
AttackerLevel:1, VictimLevel:30, Exp:40 
AttackerLevel:1, VictimLevel:31, Exp:40 
AttackerLevel:1, VictimLevel:32, Exp:40 
AttackerLevel:1, VictimLevel:33, Exp:40 
AttackerLevel:1, VictimLevel:34, Exp:40 
AttackerLevel:1, VictimLevel:35, Exp:40 
AttackerLevel:1, VictimLevel:36, Exp:40 
AttackerLevel:1, VictimLevel:37, Exp:40 
AttackerLevel:1, VictimLevel:38, Exp:40 
AttackerLevel:1, VictimLevel:39, Exp:40 
AttackerLevel:1, VictimLevel:40, Exp:40 
